,Concept_ID,en,ja
,,destroy,"崩壊"
,,destroy,"つぶす"
,,destroy,"破壊"
,,promotes,"助長"
,,fosters,"助長"
,,fostering,"助長"
,,ill,"病気"
,,quant,"アナリスト"
,,serious,"真剣"
,,serious,"深刻"
,,seriously,"真剣"
,,seriously,"深刻"
,,really,"真剣"
,,really,"とても"
,,lands,"土地"
,,lands,"緑地"
,,property,"土地"
,,acts,"行為"
,,noyce,"ノリス"
,,hello,"ノリス"
,,escalated,"エスカレート"
,,escalate,"エスカレート"
,,hug,"しめ"
,,added,"加え"
,,grayscale,"スケール"
,,destiny,"スケール"
,,developed,"発達"
,,developed,"開発"
,,designed,"開発"
,,sold,"売ら"
,,socks,"靴下"
,,shoes,"靴下"
,,impeding,"妨げ"
,,prevent,"防ぐ"
,,prevent,"妨げ"
,,cooperate,"協力"
,,cooperation,"協力"
,,cooperation,"協調"
,,usual,"恒常"
,,usual,"ふつう"
,,emphasize,"強調"
,,enhance,"強調"
,,coolest,"クール"
,,cooler,"クール"
,,depend,"頼っ"
,,fires,"戦火"
,,fires,"火"
,,tasked,"課さ"
,,imposed,"課さ"
,,appointed,"課さ"
,,appointed,"着任"
,,resistance,"抵抗"
,,resist,"抵抗"
,,stood,"わたっ"
,,stood,"立たさ"
,,dearly,"わたっ"
,,slavery,"制"
,,monogamy,"制"
,,power,"電気"
,,power,"電力"
,,power,"エネルギー"
,,power,"力"
,,electricity,"電気"
,,electricity,"電力"
,,electrical,"電気"
,,electrical,"電力"
,,quote,"引き合い"
,,invoked,"引き合い"
,,notice,"気付か"
,,notice,"気付き"
,,notice,"気づき"
,,notice,"気づく"
,,notice,"気づか"
,,restraints,"拘束"
,,office,"職場"
,,workplace,"職場"
,,cat,"カット"
,,motive,"動機"
,,motives,"動機"
,,inconvenient,"毛嫌い"
,,shaw,"ショー"
,,encouraged,"奨励"
,,encouraging,"奨励"
,,garage,"場"
,,weekly,"週刊"
,,tabloid,"週刊"
,,article,"週刊"
,,stayed,"とどまっ"
,,table,"机"
,,desks,"机"
,,schizophrenic,"分裂"
,,schizophrenic,"格"
,,league,"格"
,,chancellor,"首相"
,,officer,"役人"
,,delicate,"か弱い"
,,corner,"角"
,,horns,"角"
,,horned,"角"
,,flat,"フラット"
,,flatbush,"フラット"
,,flatiron,"フラット"
,,interests,"権益"
,,announcement,"発表"
,,announce,"発表"
,,announce,"表明"
,,announced,"発表"
,,white,"白鳥"
,,shirotori,"白鳥"
,,collect,"収集"
,,collect,"徴収"
,,collecting,"収集"
,,collector,"収集"
,,outside,"外部"
,,pools,"プール"
,,deadpool,"プール"
,,maximize,"高める"
,,triggers,"高める"
,,ben,"モダン"
,,asiany,"モダン"
,,climb,"上っ"
,,repeat,"繰り返し"
,,actions,"行動"
,,dry,"枯渇"
,,depleted,"枯渇"
,,grabbing,"かかえ"
,,freaking,"かかえ"
,,half,"少なから"
,,half,"大半"
,,half,"前半"
,,payroll,"給与"
,,payroll,"人件"
,,bank,"バンク"
,,bank,"銀行"
,,banks,"銀行"
,,banker,"銀行"
,,ex,"元"
,,former,"元"
,,random,"適当"
,,decades,"年間"
,,types,"タイプ"
,,did,"でし"
,,did,"た"
,,did,"やっ"
,,heads,"頭"
,,collapsed,"崩壊"
,,agency,"機関"
,,agencies,"機関"
,,overcome,"克服"
,,conquer,"克服"
,,employees,"従業"
,,employee,"職員"
,,employee,"員"
,,employee,"従業"
,,current,"現状"
,,current,"現在"
,,choked,"締め付け"
,,spread,"広がる"
,,spreads,"広がる"
,,spreading,"広がる"
,,nothing,"無い"
,,nothing,"無力"
,,nothing,"のみ"
,,nothing,"しかた"
,,squirrel,"リス"
,,squirrels,"リス"
,,lis,"リス"
,,zoom,"拡大"
,,expand,"拡大"
,,expanding,"拡大"
,,rivalry,"対抗"
,,friction,"軋轢"
,,minimal,"最小"
,,minimize,"最小"
,,pointing,"指摘"
,,pointing,"指し"
,,point,"指摘"
,,point,"点"
,,point,"指し"
,,originally,"元来"
,,accelerant,"促進"
,,boost,"促進"
,,facilitating,"促進"
,,foul,"ファール"
,,fair,"ファール"
,,abort,"中止"
,,cancel,"取りやめ"
,,cancel,"中止"
,,bloom,"緑地"
,,pencils,"鉛筆"
,,paper,"鉛筆"
,,measures,"対策"
,,dalmatian,"たんす"
,,drawers,"たんす"
,,tractors,"トラクター"
,,plow,"トラクター"
,,recognition,"認識"
,,recognize,"認識"
,,aware,"気付き"
,,aware,"認識"
,,persecution,"迫害"
,,persecuted,"迫害"
,,persecute,"迫害"
,,sent,"送っ"
,,aggressive,"積極"
,,soul,"心"
,,broomstick,"ほうき"
,,setting,"設定"
,,compromises,"妥協"
,,affecting,"及ぼし"
,,hazardous,"及ぼし"
,,touching,"触れる"
,,relapse,"再発"
,,fifth,"五"
,,confront,"対決"
,,glaucoma,"緑"
,,greens,"緑"
,,sides,"側"
,,cult,"カルト"
,,cults,"カルト"
,,wacko,"カルト"
,,realistic,"現実"
,,realistic,"リアル"
,,lifelike,"リアル"
,,ran,"統括"
,,ran,"尽き"
,,rebuild,"構築"
,,devastating,"壊滅"
,,destroyed,"壊滅"
,,destroyed,"破壊"
,,closest,"近い"
,,scrape,"捻出"
,,unlike,"異なり"
,,unlike,"違っ"
,,differs,"異なり"
,,longstanding,"長き"
,,her,"彼女"
,,her,"長き"
,,serial,"連続"
,,row,"連続"
,,series,"連続"
,,series,"一連"
,,eventually,"のち"
,,lace,"レース"
,,screws,"ネジ"
,,tells,"意"
,,high,"高い"
,,high,"高く"
,,high,"高"
,,height,"高"
,,tall,"高い"
,,tall,"高く"
,,tall,"高"
,,eat,"食べ物"
,,eat,"食事"
,,eat,"食物"
,,dinner,"食事"
,,meal,"食事"
,,shot,"打っ"
,,shot,"一撃"
,,shot,"急騰"
,,chest,"胸"
,,breasts,"胸"
,,camp,"収容"
,,camps,"収容"
,,focused,"集中"
,,window,"隙"
,,thorough,"隙"
,,establish,"模索"
,,establish,"確立"
,,mental,"精神"
,,psychiatrist,"精神"
,,spirit,"精神"
,,fishes,"魚"
,,fishy,"魚"
,,compressions,"圧迫"
,,compression,"圧迫"
,,assigned,"担当"
,,wonderful,"コミュニティ"
,,prompting,"促す"
,,mired,"立たさ"
,,marks,"立たさ"
,,often,"たびたび"
,,often,"しばしば"
,,oftentimes,"しばしば"
,,simply,"しばしば"
,,premises,"退き"
,,throw,"退き"
,,sha,"必至"
,,overdose,"過剰"
,,overreacted,"過剰"
,,brick,"レンガ"
,,bricklayer,"レンガ"
,,boots,"グ"
,,g,"グ"
,,gl,"グ"
,,delays,"遅らせ"
,,delayed,"遅らせ"
,,please,"ラクダ"
,,please,"まえ"
,,please,"くださ"
,,extent,"度合い"
,,extent,"程度"
,,gear,"ギア"
,,gears,"ギア"
,,gere,"ギア"
,,grows,"育た"
,,traps,"ワナ"
,,setup,"ワナ"
,,fresh,"新しい"
,,fresh,"新た"
,,home,"専業"
,,home,"家"
,,home,"家庭"
,,home,"将来"
,,home,"施設"
,,domestic,"家庭"
,,next,"今後"
,,trucks,"トラック"
,,warmer,"暖かい"
,,avenge,"討ち"
,,harsh,"討ち"
,,declared,"宣告"
,,declared,"表明"
,,suzhou,"蘇州"
,,structure,"体系"
,,structure,"構造"
,,organize,"体系"
,,soon,"すぐ"
,,soon,"早々"
,,impoverished,"貧しい"
,,poorer,"途上"
,,poorer,"貧しい"
,,benefits,"恩恵"
,,favor,"支持"
,,favor,"恩恵"
,,boon,"恩恵"
,,thinking,"考える"
,,thinking,"考え"
,,basic,"基本"
,,basics,"基本"
,,outweigh,"上回り"
,,outweigh,"上回る"
,,outperformed,"上回り"
,,overtake,"上回り"
,,gym,"体育"
,,pe,"体育"
,,pt,"体育"
,,existing,"既存"
,,main,"主要"
,,main,"既存"
,,associates,"アソシエイト"
,,senator,"アソシエイト"
,,donovan,"アソシエイト"
,,butch,"払拭"
,,lines,"行"
,,forehead,"額"
,,humiliation,"屈辱"
,,short,"短い"
,,short,"低い"
,,brief,"短い"
,,events,"出来事"
,,event,"出来事"
,,shattering,"揺さぶる"
,,spook,"揺さぶる"
,,relationship,"関係"
,,agree,"賛同"
,,agreeing,"賛同"
,,naturally,"当然"
,,fact,"事実"
,,facts,"事実"
,,true,"実現"
,,true,"事実"
,,beside,"肩入れ"
,,management,"管理"
,,manage,"管理"
,,percentage,"割合"
,,percentages,"割合"
,,jacked,"高まり"
,,tied,"連動"
,,interlock,"連動"
,,tie,"連動"
,,tie,"結び"
,,tie,"結ぶ"
,,already,"つつ"
,,already,"すでに"
,,already,"たびたび"
,,commitment,"取り組み"
,,approach,"取り組み"
,,tackling,"取り組み"
,,dropped,"低下"
,,dropped,"下げ"
,,pipes,"パイプ"
,,curtains,"カーテン"
,,drapes,"カーテン"
,,respect,"配慮"
,,concern,"懸念"
,,concern,"配慮"
,,interracial,"異"
,,heathens,"異"
,,attract,"服する"
,,released,"放出"
,,shut,"打ち切り"
,,shut,"停止"
,,shift,"勤務"
,,advisory,"勧告"
,,recommended,"勧告"
,,recommendation,"勧告"
,,freeze,"動く"
,,cardiac,"心臓"
,,agent,"員"
,,agent,"捜査"
,,agent,"官"
,,investigating,"調査"
,,investigating,"捜査"
,,saw,"みなし"
,,saw,"目撃"
,,saw,"見"
,,witnesses,"目撃"
,,scared,"脅かさ"
,,scared,"がら"
,,cell,"牢獄"
,,futuristic,"先進"
,,predates,"先進"
,,treat,"扱い"
,,treat,"接する"
,,treated,"扱い"
,,classified,"分類"
,,classified,"扱い"
,,concerns,"事案"
,,concerns,"懸念"
,,concerned,"報じ"
,,concerned,"懸念"
,,shop,"店"
,,hopes,"希望"
,,showed,"示し"
,,showed,"現れ"
,,mission,"作戦"
,,research,"調査"
,,research,"研究"
,,lab,"研究"
,,cultural,"文化"
,,poorest,"最貧"
,,committee,"委員"
,,commission,"委員"
,,sacrifice,"犠牲"
,,lessons,"レッスン"
,,pilot,"先人"
,,knot,"結び"
,,moved,"移動"
,,gathered,"集結"
,,assembled,"集結"
,,massing,"集結"
,,forced,"強制"
,,compulsion,"強制"
,,gus,"ガス"
,,vegas,"ガス"
,,turns,"判明"
,,cinco,"五"
,,brings,"もたらす"
,,bringing,"もたらす"
,,bringing,"もたらし"
,,anomaly,"異変"
,,transition,"着任"
,,resignation,"辞意"
,,chasing,"追い"
,,kicked,"追い"
,,spoons,"スプーン"
,,teaspoon,"スプーン"
,,income,"所得"
,,tax,"所得"
,,tax,"税"
,,erisa,"所得"
,,important,"要人"
,,important,"重要"
,,relentless,"要人"
,,navigate,"かじ取り"
,,waters,"水域"
,,waters,"かじ取り"
,,murderer,"人殺し"
,,murderer,"犯"
,,tollbooth,"料金"
,,sweat,"かか"
,,irv,"オブ"
,,feeling,"感じる"
,,feeling,"感じ"
,,feels,"感じる"
,,intake,"受け入れ"
,,embrace,"受け入れ"
,,kirin,"キリン"
,,giraffes,"キリン"
,,recession,"景気"
,,respond,"応える"
,,history,"史上"
,,rone,"ローン"
,,mortgage,"ローン"
,,lorne,"ローン"
,,conversation,"談話"
,,accompany,"同伴"
,,welfare,"福祉"
,,thousand,"千"
,,thousands,"千"
,,thousands,"万"
,,sen,"千"
,,crossed,"クロス"
,,cairncross,"クロス"
,,profession,"職業"
,,pays,"支払わ"
,,pays,"支払う"
,,finished,"終わっ"
,,affliction,"苦悩"
,,agony,"苦悩"
,,baggy,"緩い"
,,forgiving,"緩い"
,,cheap,"安"
,,peace,"安"
,,cheaper,"安"
,,speeches,"スピーチ"
,,speeches,"演説"
,,keynote,"スピーチ"
,,odds,"見込み"
,,jokes,"ジョーク"
,,joking,"ジョーク"
,,spare,"余っ"
,,plenty,"余っ"
,,sheriff,"官"
,,agents,"官"
,,split,"ほころび"
,,split,"分裂"
,,split,"分け"
,,separate,"分け"
,,areas,"分野"
,,funny,"おかしな"
,,whore,"婦"
,,housekeeper,"婦"
,,tusk,"タスク"
,,motivate,"高め"
,,lifted,"高め"
,,violence,"暴力"
,,assault,"暴力"
,,spoil,"損ねる"
,,forest,"森林"
,,forestry,"森林"
,,forests,"森林"
,,open,"開く"
,,open,"面し"
,,opens,"開く"
,,wanna,"たく"
,,decisions,"決定"
,,downstairs,"下"
,,intense,"激しく"
,,rare,"稀"
,,rare,"まれ"
,,detention,"拘留"
,,detained,"拘留"
,,protesting,"抗議"
,,protests,"抗議"
,,drawn,"於け"
,,number,"回数"
,,number,"番"
,,numbers,"人数"
,,numbers,"回数"
,,anger,"怒り"
,,angry,"怒り"
,,grape,"ブドウ"
,,glucose,"ブドウ"
,,judged,"裁か"
,,may,"しれ"
,,incentive,"インセンティブ"
,,homework,"インセンティブ"
,,dew,"露"
,,noble,"露"
,,cooking,"露"
,,fitness,"ヘルスケア"
,,backup,"バックアップ"
,,backup,"支援"
,,confused,"混乱"
,,confused,"困惑"
,,embarrassed,"困惑"
,,baffled,"困惑"
,,sizes,"サイズ"
,,sized,"サイズ"
,,wolves,"オオカミ"
,,werewolf,"オオカミ"
,,strangling,"おさえる"
,,upside,"上下"
,,minus,"マイナス"
,,liability,"マイナス"
,,acids,"酸"
,,methyl,"酸"
,,administered,"投与"
,,facility,"施設"
,,facilities,"施設"
,,birthday,"誕生"
,,rikopin,"こ"
,,dig,"探求"
,,exploration,"探求"
,,cataclysmic,"揺るがす"
,,shakes,"揺るがす"
,,topple,"揺るがす"
,,pioneers,"開拓"
,,pioneer,"開拓"
,,frontier,"開拓"
,,worth,"価値"
,,valuable,"価値"
,,london,"イングランド"
,,competition,"競合"
,,competition,"競争"
,,competitive,"競争"
,,combat,"戦闘"
,,shortest,"最短"
,,earliest,"最短"
,,yourself,"身"
,,yourself,"自身"
,,myself,"自身"
,,worlds,"世界"
,,stockpiling,"備蓄"
,,stocked,"備蓄"
,,stockpile,"備蓄"
,,laws,"法"
,,discuss,"議論"
,,discuss,"検討"
,,discussion,"議論"
,,noses,"鼻"
,,nasal,"鼻"
,,nervous,"質"
,,protein,"質"
,,quality,"質"
,,insight,"知見"
,,expertise,"知見"
,,gorillas,"ゴリラ"
,,entrance,"登場"
,,destination,"地"
,,certainly,"確か"
,,circumstances,"状況"
,,realize,"実現"
,,desert,"砂漠"
,,sand,"砂漠"
,,deserts,"砂漠"
,,spark,"火の粉"
,,bananas,"バナナ"
,,honduras,"バナナ"
,,flags,"旗"
,,flags,"赤旗"
,,keeping,"保つ"
,,amendment,"修正"
,,correction,"修正"
,,pressing,"プレス"
,,absolutely,"もっとも"
,,absolutely,"絶対"
,,reduce,"軽減"
,,served,"負"
,,served,"服役"
,,defeated,"負"
,,changing,"変える"
,,changing,"変化"
,,natives,"民"
,,abandoned,"捨て"
,,dumped,"捨て"
,,bait,"あおり"
,,killing,"殺し"
,,killing,"戦意"
,,killing,"殺戮"
,,copycat,"犯"
,,descent,"降下"
,,trapped,"陥っ"
,,trapped,"込め"
,,flare,"勃発"
,,flare,"フレア"
,,flares,"フレア"
,,fleur,"フレア"
,,s,"ス"
,,lannis,"ス"
,,classification,"分類"
,,classify,"分類"
,,labyrinth,"迷路"
,,mazes,"迷路"
,,rampage,"凶行"
,,expecting,"期待"
,,personnel,"職員"
,,personnel,"人員"
,,initial,"初期"
,,active,"活発"
,,lively,"活発"
,,actively,"活発"
,,crack,"ほころび"
,,crack,"亀裂"
,,coordinate,"連携"
,,taxes,"税"
,,toll,"税"
,,toll,"徴収"
,,difference,"違い"
,,destined,"定め"
,,agreement,"協定"
,,treaty,"協定"
,,arrangement,"協定"
,,bankston,"バンク"
,,banking,"バンク"
,,withstand,"耐える"
,,endure,"耐える"
,,le,"ル"
,,neil,"ル"
,,arendelle,"ル"
,,water,"水域"
,,ocean,"水域"
,,effects,"作用"
,,effects,"効果"
,,reproduced,"行なわ"
,,tigers,"トラ"
,,t,"トラ"
,,immunity,"訴追"
,,prosecute,"訴追"
,,accomplished,"達成"
,,achieve,"達成"
,,accomplish,"達成"
,,supporters,"支持"
,,evacuate,"くださ"
,,uncommon,"稀"
,,takin,"徴収"
,,decide,"決め"
,,comparison,"比べる"
,,comparison,"比較"
,,ranks,"ランク"
,,graders,"ランク"
,,undertaking,"事業"
,,project,"事業"
,,project,"課題"
,,borodino,"ノ"
,,massacre,"虐殺"
,,slaughter,"虐殺"
,,slaughtered,"虐殺"
,,obvious,"明白"
,,obsessed,"つか"
,,showers,"シャワー"
,,until,"まで"
,,till,"まで"
,,cows,"牛"
,,cattle,"牛"
,,doubt,"一丸"
,,carrots,"人参"
,,command,"部"
,,school,"部"
,,known,"気づく"
,,euros,"ユーロ"
,,euro,"ユーロ"
,,european,"ユーロ"
,,millions,"万"
,,million,"万"
,,drain,"排出"
,,drain,"消耗"
,,skyrocketed,"急騰"
,,boom,"急騰"
,,lip,"唇"
,,mouth,"唇"
,,unsolved,"未"
,,underage,"未"
,,himself,"自ら"
,,established,"確立"
,,containment,"確立"
,,irregular,"ケア"
,,cair,"ケア"
,,dan,"ダン"
,,dunne,"ダン"
,,dunn,"ダン"
,,savages,"未開"
,,savage,"未開"
,,sue,"訴え"
,,sue,"告訴"
,,disorder,"障害"
,,obstacle,"障害"
,,pa,"食物"
,,ratio,"比"
,,roam,"回れる"
,,carry,"背負っ"
,,formed,"形成"
,,formation,"形成"
,,insane,"常識"
,,luck,"ラッキー"
,,luckiest,"ラッキー"
,,cracks,"亀裂"
,,fissure,"亀裂"
,,skiing,"スキー"
,,kochanski,"スキー"
,,total,"合計"
,,sum,"合計"
,,reached,"到達"
,,heading,"向かう"
,,clues,"手がかり"
,,jobs,"職"
,,blasphemy,"冒涜"
,,blasphemer,"冒涜"
,,desecrated,"冒涜"
,,alley,"路地"
,,alleyway,"路地"
,,stick,"団結"
,,proposal,"提案"
,,promotion,"昇給"
,,greg,"グレック"
,,greg,"グレッグ"
,,destruction,"破壊"
,,gone,"消滅"
,,gone,"がち"
,,gone,"経っ"
,,annihilation,"消滅"
,,disappeared,"消滅"
,,remainder,"余剰"
,,severance,"余剰"
,,structural,"構造"
,,partnership,"提携"
,,partnering,"提携"
,,partnerships,"提携"
,,dots,"点"
,,trigger,"きっかけ"
,,traffic,"交通"
,,transportation,"交通"
,,contributions,"寄与"
,,contributor,"寄与"
,,running,"実行"
,,zebras,"シマウマ"
,,zeebra,"シマウマ"
,,laure,"ロール"
,,rolls,"ロール"
,,screens,"スクリーン"
,,touchscreen,"スクリーン"
,,string,"一連"
,,phone,"電話"
,,lived,"暮らし"
,,forever,"一生"
,,chances,"チャンス"
,,choking,"あえぐ"
,,grunts,"あえぐ"
,,altitude,"高度"
,,conducted,"実施"
,,conducting,"実施"
,,naming,"命名"
,,expert,"専門"
,,specialist,"専門"
,,experts,"専門"
,,centuries,"世紀"
,,underway,"進行"
,,prior,"先立っ"
,,parts,"部分"
,,penguins,"ペンギン"
,,partner,"相棒"
,,partner,"伴侶"
,,superblood,"スーパ"
,,rations,"食糧"
,,supergirl,"スーパー"
,,superhero,"スーパー"
,,inspire,"鼓舞"
,,inspires,"鼓舞"
,,sins,"罪"
,,sin,"罪"
,,impersonation,"コント"
,,outbreaks,"勃発"
,,evolving,"発達"
,,divided,"分裂"
,,cancelled,"取りやめ"
,,into,"へ"
,,careers,"キャリア"
,,carrier,"キャリア"
,,retire,"退任"
,,farewell,"退任"
,,dismissed,"退任"
,,solitary,"独"
,,german,"独"
,,terrible,"恐ろしい"
,,horrible,"恐ろしい"
,,scary,"恐ろしい"
,,joined,"参加"
,,serving,"服役"
,,exercise,"運動"
,,campaign,"運動"
,,primary,"主要"
,,expendable,"消耗"
,,draining,"消耗"
,,draining,"採っ"
,,useful,"役立つ"
,,address,"演説"
,,accordingly,"応じ"
,,comply,"応じ"
,,depending,"応じ"
,,binds,"束ね"
,,owned,"束ね"
,,linkability,"結び付け"
,,mourn,"服す"
,,funds,"資金"
,,gathering,"採集"
,,won,"採集"
,,crew,"スタッフ"
,,signed,"サイン"
,,signature,"サイン"
,,turtles,"カメ"
,,tortoise,"カメ"
,,disposal,"廃棄"
,,discarded,"廃棄"
,,ethnicity,"民族"
,,criteria,"基準"
,,carnage,"殺戮"
,,paperwork,"ワーク"
,,calling,"報じ"
,,described,"報じ"
,,prompted,"促し"
,,urging,"促し"
,,increased,"増加"
,,reality,"現実"
,,granted,"付与"
,,grant,"付与"
,,activities,"活動"
,,freedom,"自由"
,,liberty,"自由"
,,devised,"考案"
,,invented,"考案"
,,seek,"求める"
,,smarter,"台頭"
,,alongside,"並ぶ"
,,guard,"員"
,,smells,"香り"
,,scent,"香り"
,,rumble,"ガラガラ"
,,rattlesnake,"ガラガラ"
,,agenda,"政策"
,,malina,"グレッグ"
,,humans,"人間"
,,game,"戦"
,,excess,"余分"
,,survivors,"生存"
,,takes,"かかる"
,,territory,"領域"
,,realm,"領域"
,,species,"種族"
,,adjust,"調整"
,,calibration,"調整"
,,adjustments,"調整"
,,highlight,"際立た"
,,hardship,"苦難"
,,misery,"苦難"
,,misery,"悲惨"
,,dangerous,"危険"
,,risk,"危険"
,,storage,"保管"
,,storage,"貯蔵"
,,storeroom,"貯蔵"
,,pantry,"貯蔵"
,,present,"現在"
,,present,"提示"
,,buses,"バス"
,,bass,"バス"
,,dropping,"低下"
,,based,"基づい"
,,founded,"基づい"
,,basing,"基づい"
,,weight,"重荷"
,,gillyweed,"昆布"
,,gnarly,"昆布"
,,kombucha,"昆布"
,,smash,"低減"
,,mysterious,"不可解"
,,inexplicable,"不可解"
,,secretary,"大臣"
,,ministers,"閣僚"
,,ministers,"大臣"
,,severe,"深刻"
,,scholar,"学者"
,,scholars,"学者"
,,anthropologist,"学者"
,,painful,"苦しい"
,,tiny,"小さな"
,,joints,"関節"
,,arthritis,"関節"
,,labor,"人件"
,,labor,"労働"
,,chaos,"混乱"
,,significant,"大幅"
,,greatly,"大幅"
,,halfway,"途上"
,,publicly,"公的"
,,official,"公的"
,,defiance,"反抗"
,,rebellious,"反抗"
,,root,"根源"
,,roots,"根源"
,,pure,"純粋"
,,purely,"純粋"
,,purity,"純粋"
,,cleanup,"クリーン"
,,cleaned,"クリーン"
,,materials,"材料"
,,material,"材料"
,,supplier,"サプライヤー"
,,dealer,"サプライヤー"
,,protect,"守る"
,,protect,"保護"
,,protecting,"守る"
,,protecting,"保護"
,,lefts,"左"
,,assembly,"集合"
,,rendezvous,"集合"
,,meteorological,"気象"
,,meteorology,"気象"
,,accessed,"アクセス"
,,accessing,"アクセス"
,,laura,"ロ"
,,russian,"ロ"
,,russians,"ロ"
,,weekend,"末"
,,she,"彼女"
,,homicide,"殺人"
,,felt,"感じ"
,,kris,"クリス"
,,christine,"クリス"
,,kicks,"キック"
,,camels,"ラクダ"
,,understood,"理解"
,,guest,"ゲスト"
,,guests,"ゲスト"
,,host,"ゲスト"
,,fluid,"流動"
,,flux,"流動"
,,rising,"上昇"
,,dresses,"ドレス"
,,gown,"ドレス"
,,plants,"作物"
,,crop,"作物"
,,seal,"止めよ"
,,ordered,"命じ"
,,commanded,"命じ"
,,division,"部門"
